,open,high,low,close,adjclose,volume,ticker,adjclose_15,true_adjclose_15,buy_profit,sell_profit
1998-02-25,0.2734380066394806,0.27708300948143005,0.26302099227905273,0.2744790017604828,0.2744790017604828,134904000,AMZN,-0.17322369,0.3554689884185791,0.0,-0.08098998665809631
1998-02-26,0.27317699790000916,0.3041670024394989,0.2718749940395355,0.3031249940395355,0.3031249940395355,307464000,AMZN,-0.15485324,0.3499999940395355,0.0,-0.046875
1998-03-02,0.31614598631858826,0.3218750059604645,0.3125,0.31770798563957214,0.31770798563957214,219144000,AMZN,-0.11546236,0.3492189943790436,0.0,-0.031511008739471436
1998-03-04,0.30000001192092896,0.30937498807907104,0.29166701436042786,0.3059900104999542,0.3059900104999542,146280000,AMZN,-0.11537076,0.3403649926185608,0.0,-0.03437498211860657
1998-03-16,0.3315100073814392,0.3364579975605011,0.3291670083999634,0.3291670083999634,0.3291670083999634,66240000,AMZN,0.08955149,0.36927101016044617,0.0,-0.04010400176048279
1998-03-19,0.35572901368141174,0.36458298563957214,0.34895798563957214,0.3499999940395355,0.3499999940395355,242304000,AMZN,0.1708395,0.3968749940395355,0.0,-0.046875
1998-03-20,0.3499999940395355,0.35364601016044617,0.34635400772094727,0.3499999940395355,0.3499999940395355,128256000,AMZN,0.16637816,0.392969012260437,0.0,-0.04296901822090149
1998-03-25,0.35416701436042786,0.3572919964790344,0.3375000059604645,0.3403649926185608,0.3403649926185608,225792000,AMZN,0.13779877,0.41041699051856995,0.0,-0.07005199790000916
1998-03-26,0.34062498807907104,0.34895798563957214,0.33125001192092896,0.3447920083999634,0.3447920083999634,157560000,AMZN,0.1225103,0.39531299471855164,0.0,-0.05052098631858826
1998-04-15,0.4083330035209656,0.41666701436042786,0.39375001192092896,0.40052101016044617,0.40052101016044617,223848000,AMZN,0.14628798,0.37656301259994507,0.0,0.0239579975605011
1998-04-16,0.40052101016044617,0.41380199790000916,0.388280987739563,0.41041699051856995,0.41041699051856995,324888000,AMZN,0.17332563,0.37916699051856995,0.0,0.03125
1998-04-23,0.36250001192092896,0.36250001192092896,0.3354170024394989,0.3375000059604645,0.3375000059604645,245064000,AMZN,0.20785597,0.3815099895000458,0.0,-0.0440099835395813
1998-04-24,0.3416669964790344,0.3656249940395355,0.33958300948143005,0.35364601016044617,0.35364601016044617,335712000,AMZN,0.21410407,0.3734380006790161,0.0,-0.019791990518569946
1998-05-05,0.3916670083999634,0.3979170024394989,0.38802099227905273,0.3904950022697449,0.3904950022697449,119976000,AMZN,0.32542086,0.36093801259994507,0.0,0.029556989669799805
1998-05-06,0.3916670083999634,0.3916670083999634,0.3755210041999817,0.37656301259994507,0.37656301259994507,148776000,AMZN,0.37695044,0.35807299613952637,-0.0184900164604187,0.0
1998-05-07,0.37916699051856995,0.38749998807907104,0.3677079975605011,0.37916699051856995,0.37916699051856995,277752000,AMZN,0.43977565,0.3671880066394806,-0.011978983879089355,0.0
1998-05-15,0.3828130066394806,0.38541701436042786,0.3729169964790344,0.3734380006790161,0.3734380006790161,92568000,AMZN,0.36552674,0.38541701436042786,0.0,-0.011979013681411743
1998-05-29,0.3578130006790161,0.37083300948143005,0.35624998807907104,0.3671880066394806,0.3671880066394806,172824000,AMZN,0.081381805,0.6317710280418396,0.0,-0.264583021402359
1998-06-05,0.36458298563957214,0.36979201436042786,0.359375,0.3687500059604645,0.3687500059604645,68544000,AMZN,0.034299396,0.7854170203208924,0.0,-0.41666701436042797
1998-06-08,0.36510398983955383,0.38593798875808716,0.36250001192092896,0.38541701436042786,0.38541701436042786,109260000,AMZN,0.045098223,0.8229169845581055,0.0,-0.4374999701976776
1998-07-08,0.9322919845581055,0.9916669726371765,0.8531249761581421,0.8927080035209656,0.8927080035209656,1166232000,AMZN,1.9985278,0.8984379768371582,0.005729973316192627,0.0
1998-07-09,0.921875,0.9708330035209656,0.875,0.8791670203208923,0.8791670203208923,589860000,AMZN,1.9478025,0.9479169845581055,0.06874996423721313,0.0
1998-07-16,0.9453129768371582,0.9583330154418945,0.9041669964790344,0.9447919726371765,0.9447919726371765,279984000,AMZN,1.748094,0.9125000238418579,-0.032291948795318604,0.0
1998-07-24,1.0770829916000366,1.0958329439163208,0.9750000238418579,1.0354169607162476,1.0354169607162476,579480000,AMZN,1.7575141,1.0229170322418213,-0.01249992847442627,0.0
1998-08-07,0.9270830154418945,0.9906250238418579,0.9114580154418945,0.9666669964790344,0.9666669964790344,468660000,AMZN,1.3390232,0.8824219703674315,-0.0842450261116029,0.0
1998-08-13,1.0885419845581055,1.125,1.0583330392837524,1.0625,1.0625,492588000,AMZN,1.3522501,0.715624988079071,-0.34687501192092896,0.0
1998-09-17,0.6703130006790161,0.6958330273628235,0.637499988079071,0.6416670083999634,0.6416670083999634,849156000,AMZN,1.2075843,0.7182289958000183,0.07656198740005493,0.0
1998-09-24,0.8927080035209656,0.9739580154418945,0.8458330035209656,0.8510419726371765,0.8510419726371765,1022484000,AMZN,1.3321064,0.8088539838790892,-0.04218798875808727,0.0
1998-10-09,0.7520830035209656,0.765625,0.6979169845581055,0.7598959803581238,0.7598959803581238,414540000,AMZN,1.5562608,1.0536459684371948,0.29374998807907104,0.0
1998-10-12,0.809374988079071,0.8416669964790344,0.7749999761581421,0.7765629887580872,0.7765629887580872,436344000,AMZN,1.5073186,1.0916670560836792,0.31510406732559204,0.0
1998-10-14,0.7588539719581604,0.8135420083999634,0.7479169964790344,0.7791669964790344,0.7791669964790344,311808000,AMZN,1.4093732,1.0817710161209106,0.3026040196418762,0.0
1998-10-15,0.7854170203208923,0.815625011920929,0.7708330154418945,0.8088539838790894,0.8088539838790894,339420000,AMZN,1.3902915,1.0708329677581787,0.26197898387908936,0.0
1998-10-20,0.90625,0.9375,0.8885419964790344,0.8895829916000366,0.8895829916000366,383352000,AMZN,1.346793,1.0979169607162476,0.20833396911621094,0.0
1998-10-21,0.9119790196418762,0.918749988079071,0.8802080154418945,0.9166669845581055,0.9166669845581055,252360000,AMZN,1.3101579,1.0552079677581787,0.13854098320007324,0.0
1998-10-23,0.9541670083999634,0.9859380125999451,0.9510419964790344,0.9677079916000366,0.9677079916000366,272496000,AMZN,1.2809924,1.0645829439163208,0.09687495231628418,0.0
1998-10-30,1.0552079677581787,1.0817710161209106,1.0385420322418213,1.0536459684371948,1.0536459684371948,423648000,AMZN,1.2622666,1.5052080154418945,0.4515620470046997,0.0
1998-11-03,1.0927079916000366,1.108854055404663,1.0479170083999634,1.0505210161209106,1.0505210161209106,367764000,AMZN,1.2730461,1.7875000238418577,0.736979007720947,0.0
1998-11-10,1.068750023841858,1.1666669845581055,1.0677080154418945,1.0979169607162476,1.0979169607162476,687516000,AMZN,1.3521086,1.662500023841858,0.5645830631256104,0.0
1998-11-12,1.0458329916000366,1.1072920560836792,1.0416669845581055,1.0916670560836792,1.0916670560836792,239496000,AMZN,1.3130068,1.5708329677581787,0.4791659116744995,0.0
1998-11-13,1.0994789600372314,1.1124999523162842,1.0476560592651367,1.0645829439163208,1.0645829439163208,178812000,AMZN,1.2897832,1.5916670560836792,0.5270841121673584,0.0
1998-11-25,1.8041670322418213,1.8624999523162842,1.7083330154418945,1.7526040077209473,1.7526040077209473,550452000,AMZN,2.3190238,2.3062500953674316,0.5536460876464844,0.0
1998-12-01,1.5458329916000366,1.7479170560836792,1.5166670083999634,1.7458330392837524,1.7458330392837524,943092000,AMZN,2.618549,2.686458110809326,0.9406250715255737,0.0
1998-12-02,1.7244789600372314,1.7291669845581055,1.6463539600372314,1.662500023841858,1.662500023841858,592980000,AMZN,2.6913903,2.7083330154418945,1.0458329916000366,0.0
1998-12-08,1.5802079439163208,1.7156250476837158,1.5708329677581787,1.7005209922790527,1.7005209922790527,510996000,AMZN,2.6126266,2.6770830154418945,0.9765620231628418,0.0
1998-12-10,1.8135420083999634,1.8666670322418213,1.7468750476837158,1.7760419845581055,1.7760419845581055,607236000,AMZN,2.6582155,2.957813024520874,1.1817710399627686,0.0
1998-12-11,1.750520944595337,1.8666670322418213,1.75,1.8583329916000366,1.8583329916000366,509352000,AMZN,2.6223197,3.112499952316284,1.2541669607162476,0.0
1998-12-17,2.200000047683716,2.4291670322418213,2.171354055404663,2.3062500953674316,2.3062500953674316,1352700000,AMZN,3.1335807,4.615624904632568,2.3093748092651367,0.0
1999-01-05,2.739063024520874,3.2437500953674316,2.6624999046325684,3.112499952316284,3.112499952316284,1257464000,AMZN,3.8648317,3.1406250000000004,0.028125047683716264,0.0
1999-01-22,2.487499952316284,3.1468749046325684,2.46875,3.075000047683716,3.075000047683716,875316000,AMZN,4.184895,2.612499952316284,-0.46250009536743164,0.0
1999-01-25,3.0374999046325684,3.0843749046325684,2.75,2.809375047683716,2.809375047683716,546476000,AMZN,3.9465632,2.465625047683716,-0.34375,0.0
1999-01-29,3.0406250953674316,3.0406250953674316,2.875,2.92343807220459,2.92343807220459,327920000,AMZN,3.6552193,2.6624999046325684,-0.2609381675720215,0.0
1999-02-02,2.909374952316284,2.910938024520874,2.7125000953674316,2.7562499046325684,2.7562499046325684,260972000,AMZN,3.5685763,2.773437976837158,0.017188072204589844,0.0
1999-02-08,2.859375,2.878124952316284,2.643749952316284,2.7281250953674316,2.7281250953674316,251964000,AMZN,3.437923,3.03281307220459,0.3046879768371582,0.0
1999-02-12,2.700000047683716,2.746875047683716,2.590625047683716,2.612499952316284,2.612499952316284,155308000,AMZN,2.9401004,3.054687976837158,0.442188024520874,0.0
1999-03-11,3.4937500953674316,3.5687499046325684,3.2750000953674316,3.371875047683716,3.371875047683716,325044000,AMZN,3.552858,4.275000095367432,0.9031250476837158,0.0
1999-03-17,3.28281307220459,3.3375000953674316,3.206249952316284,3.2750000953674316,3.2750000953674316,157348000,AMZN,3.5718274,4.474999904632568,1.1999998092651367,0.0
1999-03-18,3.3218750953674316,3.5,3.309375047683716,3.460937976837158,3.460937976837158,246004000,AMZN,3.5651126,4.571875095367432,1.1109371185302734,0.0
1999-03-19,3.546875,3.5765628814697266,3.375,3.37656307220459,3.37656307220459,214504000,AMZN,3.5596375,4.61093807220459,1.234375,0.0
1999-04-20,3.9328129291534424,4.357812881469727,3.8375000953674316,4.300000190734863,4.300000190734863,400100000,AMZN,4.548515,3.709374904632569,-0.5906252861022945,0.0
1999-04-26,5.224999904632568,5.396874904632568,5.099999904632568,5.179687976837158,5.179687976837158,279700000,AMZN,4.8684773,3.440624952316284,0.0,1.739063024520874
1999-05-14,3.328125,3.3687500953674316,3.2453129291534424,3.309375047683716,3.309375047683716,225336000,AMZN,3.7636456,2.934375047683716,-0.375,0.0
1999-05-18,3.410938024520874,3.4375,3.273437976837158,3.315624952316284,3.315624952316284,248156000,AMZN,3.6536372,2.8499999046325684,-0.4656250476837158,0.0
1999-05-19,3.348438024520874,3.4906249046325684,3.3375000953674316,3.489063024520874,3.489063024520874,252384000,AMZN,3.6063535,2.898437976837158,-0.5906250476837158,0.0
1999-05-26,2.82968807220459,3.046875,2.612499952316284,3.023437976837158,3.023437976837158,423172000,AMZN,3.187907,2.8234379291534424,-0.20000004768371582,0.0
1999-05-27,2.9906249046325684,3.0140628814697266,2.8499999046325684,2.864063024520874,2.864063024520874,271468000,AMZN,3.0769567,2.78281307220459,-0.08124995231628418,0.0
1999-05-28,2.890625,3.0093750953674316,2.799999952316284,2.96875,2.96875,193604000,AMZN,2.9831758,3.0875000953674316,0.11875009536743164,0.0
1999-06-04,2.640625,2.75,2.5406250953674316,2.710937976837158,2.710937976837158,389836000,AMZN,2.7514236,2.754688024520874,0.04375004768371582,0.0
1999-06-08,3.0,3.034374952316284,2.7593750953674316,2.789062976837158,2.789062976837158,276888000,AMZN,2.7723835,2.9015629291534424,0.0,-0.11249995231628418
1999-06-11,2.878124952316284,2.924999952316284,2.6187500953674316,2.645313024520874,2.645313024520874,277732000,AMZN,2.8931375,3.101562976837158,0.4562499523162842,0.0
1999-06-16,2.53281307220459,2.825000047683716,2.5250000953674316,2.7921879291534424,2.7921879291534424,434144000,AMZN,2.758608,3.134375095367431,0.0,-0.3421871662139888
1999-06-22,3.07968807220459,3.237499952316284,2.9124999046325684,2.9375,2.9375,334588000,AMZN,2.9381402,3.375,0.4375,0.0
1999-06-30,2.9124999046325684,3.231250047683716,2.875,3.128124952316284,3.128124952316284,338124000,AMZN,3.0142245,2.6703128814697266,0.0,0.4578120708465576
1999-07-15,3.375,3.5374999046325684,3.3343749046325684,3.489063024520874,3.489063024520874,455260000,AMZN,3.2674537,2.4312500953674316,0.0,1.0578129291534424
1999-07-28,2.5496089458465576,2.653125047683716,2.4906249046325684,2.643749952316284,2.643749952316284,515672000,AMZN,2.8809125,2.828125,0.18437504768371582,0.0
1999-08-02,2.4593749046325684,2.5531249046325684,2.348438024520874,2.3499999046325684,2.3499999046325684,339356000,AMZN,2.740311,2.9593749046325684,0.609375,0.0
1999-08-05,2.18906307220459,2.450000047683716,2.049999952316284,2.4312500953674316,2.4312500953674316,750340000,AMZN,2.7296252,3.214062929153443,0.7828128337860112,0.0
1999-08-10,2.1343750953674316,2.304687976837158,2.049999952316284,2.2750000953674316,2.2750000953674316,463900000,AMZN,2.5881085,3.109375,0.8343749046325684,0.0
1999-08-11,2.309375047683716,2.3812499046325684,2.129688024520874,2.273437976837158,2.273437976837158,513100000,AMZN,2.5887692,2.976562976837158,0.703125,0.0
1999-08-12,2.2750000953674316,2.393749952316284,2.234375,2.293750047683716,2.293750047683716,262816000,AMZN,2.5725467,3.003124952316284,0.7093749046325684,0.0
1999-08-23,2.898437976837158,3.012500047683716,2.893749952316284,2.9593749046325684,2.9593749046325684,384120000,AMZN,3.0631578,3.2999999523162837,0.3406250476837154,0.0
1999-08-30,3.18906307220459,3.25,2.9468750953674316,2.981250047683716,2.981250047683716,369888000,AMZN,3.4675102,3.112499952316284,0.13124990463256836,0.0
1999-08-31,2.9593749046325684,3.117187976837158,2.804687976837158,3.109375,3.109375,655848000,AMZN,3.499167,3.2999999523162837,0.19062495231628374,0.0
1999-09-03,3.1812500953674316,3.200000047683716,3.03125,3.121875047683716,3.121875047683716,328718000,AMZN,3.3892035,3.128124952316284,0.006249904632568359,0.0
1999-09-10,3.296875,3.4000000953674316,3.2437500953674316,3.325000047683716,3.325000047683716,248418000,AMZN,3.4199257,3.862499952316284,0.5374999046325684,0.0
1999-09-29,3.325000047683716,4.25,3.2874999046325684,4.037499904632568,4.037499904632568,1587488000,AMZN,3.4015293,4.025000095367432,0.0,0.012499809265136719
1999-10-01,3.8499999046325684,3.9625000953674316,3.832813024520874,3.862499952316284,3.862499952316284,208606000,AMZN,3.6314068,3.9312500953674316,0.0,-0.06875014305114746
1999-10-04,3.971874952316284,3.987499952316284,3.7874999046325684,3.8531250953674316,3.8531250953674316,195148000,AMZN,3.7295558,4.137499809265137,0.0,-0.2843747138977051
1999-10-05,3.856250047683716,3.987499952316284,3.737499952316284,3.921875,3.921875,328402000,AMZN,3.8584235,4.0625,0.0,-0.140625
1999-10-13,4.125,4.25,3.9781250953674316,3.996875047683716,3.996875047683716,231236000,AMZN,4.6444626,3.290625095367431,-0.7062499523162846,0.0
1999-10-15,3.793750047683716,3.8531250953674316,3.6968750953674316,3.753124952316284,3.753124952316284,243738000,AMZN,4.4887853,3.246875047683716,-0.5062499046325684,0.0
1999-10-20,3.9156250953674316,4.03125,3.817188024520874,4.025000095367432,4.025000095367432,154710000,AMZN,4.0978613,3.5999999046325684,-0.4250001907348633,0.0
1999-11-17,3.8968749046325684,4.0,3.7718749046325684,3.825000047683716,3.825000047683716,133148000,AMZN,3.872352,5.181250095367432,1.3562500476837158,0.0
1999-11-18,3.8375000953674316,3.909374952316284,3.762500047683716,3.8968749046325684,3.8968749046325684,116208000,AMZN,3.9232335,5.334374904632568,1.4375,0.0
1999-12-13,5.331250190734863,5.331250190734863,5.074999809265137,5.125,5.125,173074000,AMZN,5.0114927,4.096875190734863,0.0,1.0281248092651367
1999-12-22,5.028124809265137,5.028124809265137,4.775000095367432,4.884375095367432,4.884375095367432,118420000,AMZN,5.027144,3.296875,-1.5875000953674316,0.0
1999-12-23,4.900000095367432,4.949999809265137,4.453125,4.5,4.5,258292000,AMZN,4.986242,3.212500095367431,-1.2874999046325688,0.0
2000-01-03,4.074999809265137,4.478125095367432,3.9523439407348633,4.46875,4.46875,322352000,AMZN,4.0809174,3.4625000953674316,0.0,1.0062499046325684
2000-01-13,3.246875047683716,3.359375,3.15625,3.296875,3.296875,208962000,AMZN,3.3029203,3.9281249046325684,0.6312499046325684,0.0
2000-01-14,3.3375000953674316,3.4312500953674316,3.200000047683716,3.2125000953674316,3.2125000953674316,137072000,AMZN,3.273926,3.7500000000000004,0.5374999046325688,0.0
2000-01-21,3.231250047683716,3.231250047683716,3.0,3.1031250953674316,3.1031250953674316,229238000,AMZN,3.2256038,3.8093750476837163,0.7062499523162846,0.0
2000-02-17,3.5625,3.565624952316284,3.4000000953674316,3.450000047683716,3.450000047683716,122592000,AMZN,3.8057058,3.34375,-0.10625004768371582,0.0
2000-02-23,3.2437500953674316,3.5875000953674316,3.234375,3.5218749046325684,3.5218749046325684,168824000,AMZN,3.4268339,3.1875,0.0,0.33437490463256836
2000-03-03,3.1624999046325684,3.237499952316284,3.1031250953674316,3.125,3.125,121190000,AMZN,3.0729504,3.634375095367431,0.0,-0.5093750953674312
2000-03-06,3.143749952316284,3.362499952316284,3.140625,3.1968750953674316,3.1968750953674316,153316000,AMZN,3.031093,3.65625,0.0,-0.45937490463256836
2000-03-17,3.3031249046325684,3.3187499046325684,3.2249999046325684,3.2406249046325684,3.2406249046325684,105970000,AMZN,2.9899538,3.3781249523162837,0.0,-0.13750004768371538
2000-03-24,3.731250047683716,3.762500047683716,3.565624952316284,3.6343750953674316,3.6343750953674316,194920000,AMZN,3.2185228,2.34375,0.0,1.2906250953674316
2000-03-31,3.3375000953674316,3.356250047683716,3.1500000953674316,3.3499999046325684,3.3499999046325684,102310000,AMZN,3.2674942,2.4906249046325684,0.0,0.859375
2000-04-03,3.2718749046325684,3.284374952316284,3.0999999046325684,3.1781249046325684,3.1781249046325684,97308000,AMZN,3.198192,2.621875047683716,-0.5562498569488525,0.0
2000-04-06,3.171875,3.2750000953674316,3.09375,3.2125000953674316,3.2125000953674316,120654000,AMZN,2.9797199,2.7593750953674316,0.0,0.453125
2000-04-26,2.6656250953674316,2.871875047683716,2.6226561069488525,2.674999952316284,2.674999952316284,240128000,AMZN,2.3178923,3.049999952316284,0.0,-0.375
2000-05-08,2.840625047683716,2.9625000953674316,2.7718749046325684,2.800781011581421,2.800781011581421,79000000,AMZN,2.6278076,2.5875000953674316,0.0,0.21328091621398926
2000-05-11,2.6968750953674316,2.7874999046325684,2.546875,2.7437500953674316,2.7437500953674316,111616000,AMZN,2.5696914,2.893749952316284,0.0,-0.14999985694885254
2000-05-12,2.734375,2.825000047683716,2.65625,2.6875,2.6875,79392000,AMZN,2.5302992,2.7249999046325684,0.0,-0.03749990463256836
2000-05-19,2.731250047683716,2.7874999046325684,2.612499952316284,2.6312499046325684,2.6312499046325684,92218000,AMZN,2.5635786,2.421875,0.0,0.20937490463256836
2000-05-30,2.3656249046325684,2.59375,2.3656249046325684,2.5875000953674316,2.5875000953674316,112264000,AMZN,2.0713415,2.3062500953674316,0.0,0.28125
2000-06-07,2.59375,2.609375,2.5062499046325684,2.590625047683716,2.590625047683716,76824000,AMZN,2.309168,1.8937499523162844,0.0,0.6968750953674314
2000-06-09,2.596874952316284,2.6624999046325684,2.59375,2.609375,2.609375,38446000,AMZN,2.335038,1.815624952316284,0.0,0.793750047683716
2000-07-06,1.84375,1.868749976158142,1.7374999523162842,1.803125023841858,1.803125023841858,135342000,AMZN,1.644523,1.568750023841858,0.0,0.234375
2000-07-11,1.759374976158142,1.7625000476837158,1.631250023841858,1.65625,1.65625,197930000,AMZN,1.6777515,1.5125000476837158,-0.14374995231628418,0.0
2000-07-19,2.075000047683716,2.078125,1.9500000476837158,2.043750047683716,2.043750047683716,94874000,AMZN,1.7718202,1.5437500476837158,0.0,0.5
2000-07-20,2.046875,2.168750047683716,1.975000023841858,2.015625,2.015625,138914000,AMZN,1.8082945,1.521875023841858,0.0,0.4937499761581421
2000-07-25,1.837499976158142,1.9375,1.662500023841858,1.881250023841858,1.881250023841858,555050000,AMZN,1.8658108,1.8781249523162842,0.0,0.0031250715255737305
2000-08-08,1.662500023841858,1.6687500476837158,1.6218750476837158,1.646875023841858,1.646875023841858,101012000,AMZN,1.4093739,1.9812500476837158,0.0,-0.3343750238418579
2000-08-16,1.8781249523162842,1.993749976158142,1.8765629529953003,1.931249976158142,1.931249976158142,196664000,AMZN,1.5011778,2.174999952316284,0.0,-0.2437499761581421
2000-08-17,1.899999976158142,1.953125,1.84375,1.912500023841858,1.912500023841858,99482000,AMZN,1.5457829,2.1468749046325684,0.0,-0.23437488079071045
2000-09-20,2.0218749046325684,2.0250000953674316,1.868749976158142,1.875,1.875,194896000,AMZN,1.841397,1.390625,0.0,0.484375
2000-09-21,1.8718750476837158,2.0250000953674316,1.8624999523162842,2.003124952316284,2.003124952316284,148512000,AMZN,1.7781205,1.256250023841858,0.0,0.7468749284744263
2000-09-29,1.9500000476837158,2.0625,1.881250023841858,1.921875,1.921875,130342000,AMZN,1.6332774,1.540624976158142,0.0,0.3812500238418579
2000-10-05,1.759374976158142,1.8312499523162842,1.600000023841858,1.678125023841858,1.678125023841858,139326000,AMZN,1.4821601,1.84375,0.0,-0.1656249761581421
2000-10-13,1.212499976158142,1.443750023841858,1.1749999523162842,1.421875,1.421875,152668000,AMZN,1.0703828,1.8781249523162842,0.0,-0.4562499523162842
2000-10-16,1.40625,1.415624976158142,1.2062499523162842,1.2156250476837158,1.2156250476837158,142954000,AMZN,1.0202206,1.828125,0.0,-0.6124999523162842
2000-11-08,1.7999999523162842,1.850000023841858,1.662500023841858,1.693750023841858,1.693750023841858,116706000,AMZN,1.8280078,1.234375,-0.4593750238418579,0.0
2000-11-10,1.537500023841858,1.59375,1.5,1.5031249523162842,1.5031249523162842,105112000,AMZN,1.6632332,1.328125,-0.17499995231628418,0.0
2000-11-24,1.321094036102295,1.4562499523162842,1.303125023841858,1.446874976158142,1.446874976158142,152786000,AMZN,0.99040866,1.1437499523162842,0.0,0.3031250238418579
2000-12-06,1.234375,1.2999999523162842,1.181249976158142,1.181249976158142,1.181249976158142,176516000,AMZN,0.95506126,0.868749976158142,0.0,0.3125000000000001
2000-12-07,1.1531250476837158,1.171875,1.006250023841858,1.068750023841858,1.068750023841858,212950000,AMZN,0.9374989,0.778124988079071,0.0,0.29062503576278687
2001-01-11,0.7875000238418579,0.8656250238418579,0.78125,0.8500000238418579,0.8500000238418579,255132000,AMZN,0.57473606,0.71875,0.0,0.1312500238418579
2001-01-16,0.9156249761581421,0.918749988079071,0.862500011920929,0.903124988079071,0.903124988079071,120340000,AMZN,0.61285406,0.7906249761581421,0.0,0.11250001192092896
